"Dataset Name","Observation Date","Series Key","Series Display Name","Observation Value","Unit","Observation Status","Observation Status Comment","Sequence No.","Series name"
"Structure of Interest Rate: Repo Market Rates","10-Mar-2023","TS_GP_IR_REPOMR_D.ORR",". Weighted-average Overnight Repo Rate","19.49","Percent","Normal","","10","Weighted-average Overnight Repo Rate"
"Structure of Interest Rate: Repo Market Rates","09-Mar-2023","TS_GP_IR_REPOMR_D.ORR",". Weighted-average Overnight Repo Rate","19.78","Percent","Normal","","10","Weighted-average Overnight Repo Rate"
"Structure of Interest Rate: Repo Market Rates","08-Mar-2023","TS_GP_IR_REPOMR_D.ORR",". Weighted-average Overnight Repo Rate","19.97","Percent","Normal","","10","Weighted-average Overnight Repo Rate"
"Structure of Interest Rate: Repo Market Rates","07-Mar-2023","TS_GP_IR_REPOMR_D.ORR",". Weighted-average Overnight Repo Rate","20.09","Percent","Normal","","10","Weighted-average Overnight Repo Rate"
"Structure of Interest Rate: Repo Market Rates","06-Mar-2023","TS_GP_IR_REPOMR_D.ORR",". Weighted-average Overnight Repo Rate","20.31","Percent","Normal","","10","Weighted-average Overnight Repo Rate"
"Structure of Interest Rate: Repo Market Rates","03-Mar-2023","TS_GP_IR_REPOMR_D.ORR",". Weighted-average Overnight Repo Rate","20.31","Percent","Normal","","10","Weighted-average Overnight Repo Rate"
"Structure of Interest Rate: Repo Market Rates","02-Mar-2023","TS_GP_IR_REPOMR_D.ORR",". Weighted-average Overnight Repo Rate","17.4","Percent","Normal","","10","Weighted-average Overnight Repo Rate"
"Structure of Interest Rate: Repo Market Rates","01-Mar-2023","TS_GP_IR_REPOMR_D.ORR",". Weighted-average Overnight Repo Rate","17.13","Percent","Normal","","10","Weighted-average Overnight Repo Rate"
"Structure of Interest Rate: Repo Market Rates","28-Feb-2023","TS_GP_IR_REPOMR_D.ORR",". Weighted-average Overnight Repo Rate","17.23","Percent","Normal","","10","Weighted-average Overnight Repo Rate"
"Structure of Interest Rate: Repo Market Rates","27-Feb-2023","TS_GP_IR_REPOMR_D.ORR",". Weighted-average Overnight Repo Rate","16.98","Percent","Normal","","10","Weighted-average Overnight Repo Rate"
"Structure of Interest Rate: Repo Market Rates","24-Feb-2023","TS_GP_IR_REPOMR_D.ORR",". Weighted-average Overnight Repo Rate","17.46","Percent","Normal","","10","Weighted-average Overnight Repo Rate"
"Structure of Interest Rate: Repo Market Rates","23-Feb-2023","TS_GP_IR_REPOMR_D.ORR",". Weighted-average Overnight Repo Rate","17.02","Percent","Normal","","10","Weighted-average Overnight Repo Rate"
"Structure of Interest Rate: Repo Market Rates","22-Feb-2023","TS_GP_IR_REPOMR_D.ORR",". Weighted-average Overnight Repo Rate","16.09","Percent","Normal","","10","Weighted-average Overnight Repo Rate"
