series_name,date,trade_type,value,series_name2
"Footwear, Headgear, Umbrellas, Walking Sticks etc..",2019-05-31,exports,13496.525,Other
"articles of Stone, Plaster, Cement, Asbestos, Mica or similar Materials",2019-05-31,exports,4811.006,Other
"Natural or Cultured Pearls, Precious or Semi Precious Stones, Metals",2019-05-31,exports,867.443,Other
Base Metals and articles or Base Metal,2019-05-31,exports,53332.79,Base Metals and articles or Base Metal
Machinery and Mechanical Appliances,2019-05-31,exports,16605.956,Other
"Vehicles, Aircraft, Vessels and Associated Transport Equipment",2019-05-31,exports,25389.112,Other
"Optical, Photographic, Cinematographer, Measuring, Checking, Precision Apparatus",2019-05-31,exports,44953.998,Other
"Arms and Ammunition, Parts and Acces.sories thereof",2019-05-31,exports,798.643,Other
Miscellaneous Manufactured articles,2019-05-31,exports,47850.698,Miscellaneous Manufactured articles
"Works of Arts, Collectors, Pieces, Antiques and Special Transactions NES",2019-05-31,exports,34.952,Other
Live Animals and Animals Products,2019-04-30,exports,87157.395,Live Animals and Animals Products
Vegetable Products,2019-04-30,exports,328068.902,Vegetable Products
"Animal or Vegetable Fats, Oils and Waxes",2019-04-30,exports,2996.031,Other
"Prepared Foodstuffs; Beverages, Spirits, Vinegar and Tobacco",2019-04-30,exports,104080.74,"Prepared Foodstuffs; Beverages, Spirits, Vinegar and Tobacco"
Mineral Products,2019-04-30,exports,119838.064,Mineral Products
Products of Chemical or Allied Industries,2019-04-30,exports,31714.14,Products of Chemical or Allied Industries
Plastics and articles thereof; Rubber and articles thereof,2019-04-30,exports,37969.164,Plastics and articles thereof; Rubber and articles thereof
"Raw Hide and Skins, Leather, Fur skins and articles thereof",2019-04-30,exports,67683.834,"Raw Hide and Skins, Leather, Fur skins and articles thereof"
Wood and articles of Wood,2019-04-30,exports,3715.9,Other
Pulp of Wood or of other Fibrous Cellulosic Material,2019-04-30,exports,6023.537,Other
Textiles and Textile articles,2019-04-30,exports,1139181.359,Textiles and Textile articles
"Footwear, Headgear, Umbrellas, Walking Sticks etc..",2019-04-30,exports,13546.741,Other
"articles of Stone, Plaster, Cement, Asbestos, Mica or similar Materials",2019-04-30,exports,4443.046,Other
"Natural or Cultured Pearls, Precious or Semi Precious Stones, Metals",2019-04-30,exports,943.059,Other
Base Metals and articles or Base Metal,2019-04-30,exports,44360.177,Base Metals and articles or Base Metal
Machinery and Mechanical Appliances,2019-04-30,exports,14328.104,Other
"Vehicles, Aircraft, Vessels and Associated Transport Equipment",2019-04-30,exports,3913.102,Other
"Optical, Photographic, Cinematographer, Measuring, Checking, Precision Apparatus",2019-04-30,exports,38846.662,Other
"Arms and Ammunition, Parts and Acces.sories thereof",2019-04-30,exports,4688.871,Other
Miscellaneous Manufactured articles,2019-04-30,exports,42316.81,Miscellaneous Manufactured articles
"Works of Arts, Collectors, Pieces, Antiques and Special Transactions NES",2019-04-30,exports,98.825,Other
Live Animals and Animals Products,2019-03-31,exports,63158.308,Live Animals and Animals Products
Vegetable Products,2019-03-31,exports,352999.776,Vegetable Products
"Animal or Vegetable Fats, Oils and Waxes",2019-03-31,exports,1860.716,Other
"Prepared Foodstuffs; Beverages, Spirits, Vinegar and Tobacco",2019-03-31,exports,105646.118,"Prepared Foodstuffs; Beverages, Spirits, Vinegar and Tobacco"
Mineral Products,2019-03-31,exports,70037.667,Mineral Products
Products of Chemical or Allied Industries,2019-03-31,exports,29948.992,Products of Chemical or Allied Industries
Plastics and articles thereof; Rubber and articles thereof,2019-03-31,exports,40013.201,Plastics and articles thereof; Rubber and articles thereof
"Raw Hide and Skins, Leather, Fur skins and articles thereof",2019-03-31,exports,66799.589,"Raw Hide and Skins, Leather, Fur skins and articles thereof"
Wood and articles of Wood,2019-03-31,exports,2044.258,Other
Pulp of Wood or of other Fibrous Cellulosic Material,2019-03-31,exports,7503.16,Other
Textiles and Textile articles,2019-03-31,exports,1091529.04,Textiles and Textile articles
"Footwear, Headgear, Umbrellas, Walking Sticks etc..",2019-03-31,exports,11903.435,Other
"articles of Stone, Plaster, Cement, Asbestos, Mica or similar Materials",2019-03-31,exports,3189.9,Other
"Natural or Cultured Pearls, Precious or Semi Precious Stones, Metals",2019-03-31,exports,821.685,Other
Base Metals and articles or Base Metal,2019-03-31,exports,57601.306,Base Metals and articles or Base Metal
Machinery and Mechanical Appliances,2019-03-31,exports,15626.289,Other
"Vehicles, Aircraft, Vessels and Associated Transport Equipment",2019-03-31,exports,8797.228,Other
"Optical, Photographic, Cinematographer, Measuring, Checking, Precision Apparatus",2019-03-31,exports,36962.827,Other
"Arms and Ammunition, Parts and Acces.sories thereof",2019-03-31,exports,364.814,Other
Miscellaneous Manufactured articles,2019-03-31,exports,42157.572,Miscellaneous Manufactured articles
"Works of Arts, Collectors, Pieces, Antiques and Special Transactions NES",2019-03-31,exports,59.617,Other
Live Animals and Animals Products,2019-02-28,exports,55745.303,Live Animals and Animals Products
Vegetable Products,2019-02-28,exports,318164.658,Vegetable Products
"Animal or Vegetable Fats, Oils and Waxes",2019-02-28,exports,3558.391,Other
"Prepared Foodstuffs; Beverages, Spirits, Vinegar and Tobacco",2019-02-28,exports,54647.265,"Prepared Foodstuffs; Beverages, Spirits, Vinegar and Tobacco"
Mineral Products,2019-02-28,exports,112236.489,Mineral Products
Products of Chemical or Allied Industries,2019-02-28,exports,25457.115,Products of Chemical or Allied Industries
Plastics and articles thereof; Rubber and articles thereof,2019-02-28,exports,40603.408,Plastics and articles thereof; Rubber and articles thereof
"Raw Hide and Skins, Leather, Fur skins and articles thereof",2019-02-28,exports,62072.084,"Raw Hide and Skins, Leather, Fur skins and articles thereof"
Wood and articles of Wood,2019-02-28,exports,1338.334,Other
Pulp of Wood or of other Fibrous Cellulosic Material,2019-02-28,exports,5228.249,Other
Textiles and Textile articles,2019-02-28,exports,1057444.513,Textiles and Textile articles
"Footwear, Headgear, Umbrellas, Walking Sticks etc..",2019-02-28,exports,11319.313,Other
"articles of Stone, Plaster, Cement, Asbestos, Mica or similar Materials",2019-02-28,exports,2634.277,Other
"Natural or Cultured Pearls, Precious or Semi Precious Stones, Metals",2019-02-28,exports,1145.132,Other
Base Metals and articles or Base Metal,2019-02-28,exports,69692.732,Base Metals and articles or Base Metal
Machinery and Mechanical Appliances,2019-02-28,exports,14039.948,Other
"Vehicles, Aircraft, Vessels and Associated Transport Equipment",2019-02-28,exports,1985.524,Other
"Optical, Photographic, Cinematographer, Measuring, Checking, Precision Apparatus",2019-02-28,exports,34667.567,Other
"Arms and Ammunition, Parts and Acces.sories thereof",2019-02-28,exports,4028.423,Other
Miscellaneous Manufactured articles,2019-02-28,exports,37330.92,Miscellaneous Manufactured articles
"Works of Arts, Collectors, Pieces, Antiques and Special Transactions NES",2019-02-28,exports,2550.748,Other
Live Animals and Animals Products,2019-01-31,exports,67474.059,Live Animals and Animals Products
Vegetable Products,2019-01-31,exports,374431.146,Vegetable Products
"Animal or Vegetable Fats, Oils and Waxes",2019-01-31,exports,3165.456,Other
"Prepared Foodstuffs; Beverages, Spirits, Vinegar and Tobacco",2019-01-31,exports,82757.42,"Prepared Foodstuffs; Beverages, Spirits, Vinegar and Tobacco"
Mineral Products,2019-01-31,exports,131728.505,Mineral Products
Products of Chemical or Allied Industries,2019-01-31,exports,32910.083,Products of Chemical or Allied Industries
Plastics and articles thereof; Rubber and articles thereof,2019-01-31,exports,44836.131,Plastics and articles thereof; Rubber and articles thereof
"Raw Hide and Skins, Leather, Fur skins and articles thereof",2019-01-31,exports,76103.492,"Raw Hide and Skins, Leather, Fur skins and articles thereof"
Wood and articles of Wood,2019-01-31,exports,3594.69,Other
Pulp of Wood or of other Fibrous Cellulosic Material,2019-01-31,exports,6024.129,Other
Textiles and Textile articles,2019-01-31,exports,1197150.463,Textiles and Textile articles
"Footwear, Headgear, Umbrellas, Walking Sticks etc..",2019-01-31,exports,10629.563,Other
"articles of Stone, Plaster, Cement, Asbestos, Mica or similar Materials",2019-01-31,exports,3545.715,Other
"Natural or Cultured Pearls, Precious or Semi Precious Stones, Metals",2019-01-31,exports,834.259,Other
Base Metals and articles or Base Metal,2019-01-31,exports,63467.156,Base Metals and articles or Base Metal
Machinery and Mechanical Appliances,2019-01-31,exports,12417.678,Other
"Vehicles, Aircraft, Vessels and Associated Transport Equipment",2019-01-31,exports,3555.517,Other
"Optical, Photographic, Cinematographer, Measuring, Checking, Precision Apparatus",2019-01-31,exports,36871.625,Other
"Arms and Ammunition, Parts and Acces.sories thereof",2019-01-31,exports,437.08,Other
Miscellaneous Manufactured articles,2019-01-31,exports,42490.425,Miscellaneous Manufactured articles
"Works of Arts, Collectors, Pieces, Antiques and Special Transactions NES",2019-01-31,exports,25.579,Other
Live Animals and Animals Products,2018-12-31,exports,64169.789,Live Animals and Animals Products
Vegetable Products,2018-12-31,exports,266693.22,Vegetable Products
"Animal or Vegetable Fats, Oils and Waxes",2018-12-31,exports,2090.634,Other
"Prepared Foodstuffs; Beverages, Spirits, Vinegar and Tobacco",2018-12-31,exports,68424.938,"Prepared Foodstuffs; Beverages, Spirits, Vinegar and Tobacco"
Mineral Products,2018-12-31,exports,68176.462,Mineral Products
Products of Chemical or Allied Industries,2018-12-31,exports,30524.94,Products of Chemical or Allied Industries
Plastics and articles thereof; Rubber and articles thereof,2018-12-31,exports,36641.616,Plastics and articles thereof; Rubber and articles thereof
"Raw Hide and Skins, Leather, Fur skins and articles thereof",2018-12-31,exports,71803.568,"Raw Hide and Skins, Leather, Fur skins and articles thereof"
Wood and articles of Wood,2018-12-31,exports,1656.296,Other
Pulp of Wood or of other Fibrous Cellulosic Material,2018-12-31,exports,6710.784,Other
Textiles and Textile articles,2018-12-31,exports,1085221.509,Textiles and Textile articles
"Footwear, Headgear, Umbrellas, Walking Sticks etc..",2018-12-31,exports,10021.295,Other
"articles of Stone, Plaster, Cement, Asbestos, Mica or similar Materials",2018-12-31,exports,4782.597,Other
"Natural or Cultured Pearls, Precious or Semi Precious Stones, Metals",2018-12-31,exports,767.166,Other
Base Metals and articles or Base Metal,2018-12-31,exports,46124.383,Base Metals and articles or Base Metal
Machinery and Mechanical Appliances,2018-12-31,exports,12778.409,Other
"Vehicles, Aircraft, Vessels and Associated Transport Equipment",2018-12-31,exports,2863.624,Other
"Optical, Photographic, Cinematographer, Measuring, Checking, Precision Apparatus",2018-12-31,exports,38698.326,Other
"Arms and Ammunition, Parts and Acces.sories thereof",2018-12-31,exports,427.063,Other
Miscellaneous Manufactured articles,2018-12-31,exports,40886.114,Miscellaneous Manufactured articles
"Works of Arts, Collectors, Pieces, Antiques and Special Transactions NES",2018-12-31,exports,2473.768,Other
Live Animals and Animals Products,2018-11-30,exports,63578.595,Live Animals and Animals Products
Vegetable Products,2018-11-30,exports,212583.21,Vegetable Products
"Animal or Vegetable Fats, Oils and Waxes",2018-11-30,exports,3536.2,Other
"Prepared Foodstuffs; Beverages, Spirits, Vinegar and Tobacco",2018-11-30,exports,66721.171,"Prepared Foodstuffs; Beverages, Spirits, Vinegar and Tobacco"
Mineral Products,2018-11-30,exports,115791.674,Mineral Products
Products of Chemical or Allied Industries,2018-11-30,exports,32197.643,Products of Chemical or Allied Industries
Plastics and articles thereof; Rubber and articles thereof,2018-11-30,exports,33650.833,Plastics and articles thereof; Rubber and articles thereof
"Raw Hide and Skins, Leather, Fur skins and articles thereof",2018-11-30,exports,69497.516,"Raw Hide and Skins, Leather, Fur skins and articles thereof"
Wood and articles of Wood,2018-11-30,exports,2330.208,Other
Pulp of Wood or of other Fibrous Cellulosic Material,2018-11-30,exports,10103.559,Other
Textiles and Textile articles,2018-11-30,exports,1109057.747,Textiles and Textile articles
"Footwear, Headgear, Umbrellas, Walking Sticks etc..",2018-11-30,exports,8678.699,Other
"articles of Stone, Plaster, Cement, Asbestos, Mica or similar Materials",2018-11-30,exports,4318.61,Other
"Natural or Cultured Pearls, Precious or Semi Precious Stones, Metals",2018-11-30,exports,931.781,Other
Base Metals and articles or Base Metal,2018-11-30,exports,45809.595,Base Metals and articles or Base Metal
Machinery and Mechanical Appliances,2018-11-30,exports,10953.515,Other
"Vehicles, Aircraft, Vessels and Associated Transport Equipment",2018-11-30,exports,3087.116,Other
"Optical, Photographic, Cinematographer, Measuring, Checking, Precision Apparatus",2018-11-30,exports,33773.28,Other
"Arms and Ammunition, Parts and Acces.sories thereof",2018-11-30,exports,256.534,Other
Miscellaneous Manufactured articles,2018-11-30,exports,41854.897,Miscellaneous Manufactured articles
"Works of Arts, Collectors, Pieces, Antiques and Special Transactions NES",2018-11-30,exports,328.282,Other
Live Animals and Animals Products,2018-10-31,exports,72740.011,Live Animals and Animals Products
Vegetable Products,2018-10-31,exports,197581.109,Vegetable Products
"Animal or Vegetable Fats, Oils and Waxes",2018-10-31,exports,8962.286,Other
"Prepared Foodstuffs; Beverages, Spirits, Vinegar and Tobacco",2018-10-31,exports,66834.234,"Prepared Foodstuffs; Beverages, Spirits, Vinegar and Tobacco"
Mineral Products,2018-10-31,exports,113671.221,Mineral Products
Products of Chemical or Allied Industries,2018-10-31,exports,36725.658,Products of Chemical or Allied Industries
Plastics and articles thereof; Rubber and articles thereof,2018-10-31,exports,37390.151,Plastics and articles thereof; Rubber and articles thereof
"Raw Hide and Skins, Leather, Fur skins and articles thereof",2018-10-31,exports,80776.171,"Raw Hide and Skins, Leather, Fur skins and articles thereof"
Wood and articles of Wood,2018-10-31,exports,4151.476,Other
Pulp of Wood or of other Fibrous Cellulosic Material,2018-10-31,exports,8129.43,Other
Textiles and Textile articles,2018-10-31,exports,1252540.466,Textiles and Textile articles
"Footwear, Headgear, Umbrellas, Walking Sticks etc..",2018-10-31,exports,8533.599,Other
"articles of Stone, Plaster, Cement, Asbestos, Mica or similar Materials",2018-10-31,exports,3861.772,Other
