series_name,date,trade_type,value,series_name2
"Arms and Ammunition, Parts and Acces.sories thereof",2008-02-29,imports,1845.444,Other
Miscellaneous Manufactured articles,2008-02-29,imports,6165.27,Other
"Works of Arts, Collectors, Pieces, Antiques and Special Transactions NES",2008-02-29,imports,178495.982,"Works of Arts, Collectors, Pieces, Antiques and Special Transactions NES"
Live Animals and Animals Products,2008-01-31,imports,8801.195,Other
Vegetable Products,2008-01-31,imports,239753.036,Vegetable Products
"Animal or Vegetable Fats, Oils and Waxes",2008-01-31,imports,184979.244,"Animal or Vegetable Fats, Oils and Waxes"
"Prepared Foodstuffs; Beverages, Spirits, Vinegar and Tobacco",2008-01-31,imports,19588.85,Other
Mineral Products,2008-01-31,imports,878503.565,Mineral Products
Products of Chemical or Allied Industries,2008-01-31,imports,346887.854,Products of Chemical or Allied Industries
Plastics and articles thereof; Rubber and articles thereof,2008-01-31,imports,145164.932,Plastics and articles thereof; Rubber and articles thereof
"Raw Hide and Skins, Leather, Fur skins and articles thereof",2008-01-31,imports,8779.066,Other
Wood and articles of Wood,2008-01-31,imports,5967.254,Other
Pulp of Wood or of other Fibrous Cellulosic Material,2008-01-31,imports,52914.098,Other
Textiles and Textile articles,2008-01-31,imports,314659.602,Textiles and Textile articles
"Footwear, Headgear, Umbrellas, Walking Sticks etc..",2008-01-31,imports,447.867,Other
"articles of Stone, Plaster, Cement, Asbestos, Mica or similar Materials",2008-01-31,imports,11937.354,Other
"Natural or Cultured Pearls, Precious or Semi Precious Stones, Metals",2008-01-31,imports,570.864,Other
Base Metals and articles or Base Metal,2008-01-31,imports,206577.355,Base Metals and articles or Base Metal
Machinery and Mechanical Appliances,2008-01-31,imports,435450.494,Machinery and Mechanical Appliances
"Vehicles, Aircraft, Vessels and Associated Transport Equipment",2008-01-31,imports,113084.38,"Vehicles, Aircraft, Vessels and Associated Transport Equipment"
"Optical, Photographic, Cinematographer, Measuring, Checking, Precision Apparatus",2008-01-31,imports,92550.345,Other
"Arms and Ammunition, Parts and Acces.sories thereof",2008-01-31,imports,1283.041,Other
Miscellaneous Manufactured articles,2008-01-31,imports,5665.024,Other
"Works of Arts, Collectors, Pieces, Antiques and Special Transactions NES",2008-01-31,imports,121503.093,"Works of Arts, Collectors, Pieces, Antiques and Special Transactions NES"
Live Animals and Animals Products,2007-12-31,imports,3745.42,Other
Vegetable Products,2007-12-31,imports,91696.146,Vegetable Products
"Animal or Vegetable Fats, Oils and Waxes",2007-12-31,imports,159382.934,"Animal or Vegetable Fats, Oils and Waxes"
"Prepared Foodstuffs; Beverages, Spirits, Vinegar and Tobacco",2007-12-31,imports,20619.728,Other
Mineral Products,2007-12-31,imports,966431.273,Mineral Products
Products of Chemical or Allied Industries,2007-12-31,imports,245696.954,Products of Chemical or Allied Industries
Plastics and articles thereof; Rubber and articles thereof,2007-12-31,imports,116241.302,Plastics and articles thereof; Rubber and articles thereof
"Raw Hide and Skins, Leather, Fur skins and articles thereof",2007-12-31,imports,4331.676,Other
Wood and articles of Wood,2007-12-31,imports,3607.626,Other
Pulp of Wood or of other Fibrous Cellulosic Material,2007-12-31,imports,41098.487,Other
Textiles and Textile articles,2007-12-31,imports,159807.878,Textiles and Textile articles
"Footwear, Headgear, Umbrellas, Walking Sticks etc..",2007-12-31,imports,1081.731,Other
"articles of Stone, Plaster, Cement, Asbestos, Mica or similar Materials",2007-12-31,imports,10337.556,Other
"Natural or Cultured Pearls, Precious or Semi Precious Stones, Metals",2007-12-31,imports,53.572,Other
Base Metals and articles or Base Metal,2007-12-31,imports,171839.638,Base Metals and articles or Base Metal
Machinery and Mechanical Appliances,2007-12-31,imports,435703.915,Machinery and Mechanical Appliances
"Vehicles, Aircraft, Vessels and Associated Transport Equipment",2007-12-31,imports,100081.252,"Vehicles, Aircraft, Vessels and Associated Transport Equipment"
"Optical, Photographic, Cinematographer, Measuring, Checking, Precision Apparatus",2007-12-31,imports,32378.823,Other
"Arms and Ammunition, Parts and Acces.sories thereof",2007-12-31,imports,219.119,Other
Miscellaneous Manufactured articles,2007-12-31,imports,5279.595,Other
"Works of Arts, Collectors, Pieces, Antiques and Special Transactions NES",2007-12-31,imports,100310.69,"Works of Arts, Collectors, Pieces, Antiques and Special Transactions NES"
Live Animals and Animals Products,2007-11-30,imports,5001.071,Other
Vegetable Products,2007-11-30,imports,87672.405,Vegetable Products
"Animal or Vegetable Fats, Oils and Waxes",2007-11-30,imports,146537.058,"Animal or Vegetable Fats, Oils and Waxes"
"Prepared Foodstuffs; Beverages, Spirits, Vinegar and Tobacco",2007-11-30,imports,20304.043,Other
Mineral Products,2007-11-30,imports,1010700.345,Mineral Products
Products of Chemical or Allied Industries,2007-11-30,imports,409876.087,Products of Chemical or Allied Industries
Plastics and articles thereof; Rubber and articles thereof,2007-11-30,imports,121286.137,Plastics and articles thereof; Rubber and articles thereof
"Raw Hide and Skins, Leather, Fur skins and articles thereof",2007-11-30,imports,7578.814,Other
Wood and articles of Wood,2007-11-30,imports,9018.882,Other
Pulp of Wood or of other Fibrous Cellulosic Material,2007-11-30,imports,52021.726,Other
Textiles and Textile articles,2007-11-30,imports,111306.278,Textiles and Textile articles
"Footwear, Headgear, Umbrellas, Walking Sticks etc..",2007-11-30,imports,1015.033,Other
"articles of Stone, Plaster, Cement, Asbestos, Mica or similar Materials",2007-11-30,imports,10846.375,Other
"Natural or Cultured Pearls, Precious or Semi Precious Stones, Metals",2007-11-30,imports,463.282,Other
Base Metals and articles or Base Metal,2007-11-30,imports,168645.976,Base Metals and articles or Base Metal
Machinery and Mechanical Appliances,2007-11-30,imports,495483.276,Machinery and Mechanical Appliances
"Vehicles, Aircraft, Vessels and Associated Transport Equipment",2007-11-30,imports,118890.945,"Vehicles, Aircraft, Vessels and Associated Transport Equipment"
"Optical, Photographic, Cinematographer, Measuring, Checking, Precision Apparatus",2007-11-30,imports,35032.689,Other
"Arms and Ammunition, Parts and Acces.sories thereof",2007-11-30,imports,2800.57,Other
Miscellaneous Manufactured articles,2007-11-30,imports,5549.26,Other
"Works of Arts, Collectors, Pieces, Antiques and Special Transactions NES",2007-11-30,imports,134309.117,"Works of Arts, Collectors, Pieces, Antiques and Special Transactions NES"
Live Animals and Animals Products,2007-10-31,imports,4903.343,Other
Vegetable Products,2007-10-31,imports,106696.79,Vegetable Products
"Animal or Vegetable Fats, Oils and Waxes",2007-10-31,imports,143932.443,"Animal or Vegetable Fats, Oils and Waxes"
"Prepared Foodstuffs; Beverages, Spirits, Vinegar and Tobacco",2007-10-31,imports,19328.888,Other
Mineral Products,2007-10-31,imports,707506.518,Mineral Products
Products of Chemical or Allied Industries,2007-10-31,imports,382599.425,Products of Chemical or Allied Industries
Plastics and articles thereof; Rubber and articles thereof,2007-10-31,imports,126270.088,Plastics and articles thereof; Rubber and articles thereof
"Raw Hide and Skins, Leather, Fur skins and articles thereof",2007-10-31,imports,4199.961,Other
Wood and articles of Wood,2007-10-31,imports,5611.66,Other
Pulp of Wood or of other Fibrous Cellulosic Material,2007-10-31,imports,38732.779,Other
Textiles and Textile articles,2007-10-31,imports,117619.474,Textiles and Textile articles
"Footwear, Headgear, Umbrellas, Walking Sticks etc..",2007-10-31,imports,1601.729,Other
"articles of Stone, Plaster, Cement, Asbestos, Mica or similar Materials",2007-10-31,imports,13333.233,Other
"Natural or Cultured Pearls, Precious or Semi Precious Stones, Metals",2007-10-31,imports,360.565,Other
Base Metals and articles or Base Metal,2007-10-31,imports,197126.023,Base Metals and articles or Base Metal
Machinery and Mechanical Appliances,2007-10-31,imports,445088.295,Machinery and Mechanical Appliances
"Vehicles, Aircraft, Vessels and Associated Transport Equipment",2007-10-31,imports,132953.27,"Vehicles, Aircraft, Vessels and Associated Transport Equipment"
"Optical, Photographic, Cinematographer, Measuring, Checking, Precision Apparatus",2007-10-31,imports,28325.88,Other
"Arms and Ammunition, Parts and Acces.sories thereof",2007-10-31,imports,5163.04,Other
Miscellaneous Manufactured articles,2007-10-31,imports,5138.117,Other
"Works of Arts, Collectors, Pieces, Antiques and Special Transactions NES",2007-10-31,imports,110798.42,"Works of Arts, Collectors, Pieces, Antiques and Special Transactions NES"
Live Animals and Animals Products,2007-09-30,imports,6380.08,Other
Vegetable Products,2007-09-30,imports,130009.207,Vegetable Products
"Animal or Vegetable Fats, Oils and Waxes",2007-09-30,imports,104432.926,"Animal or Vegetable Fats, Oils and Waxes"
"Prepared Foodstuffs; Beverages, Spirits, Vinegar and Tobacco",2007-09-30,imports,18538.811,Other
Mineral Products,2007-09-30,imports,587355.131,Mineral Products
Products of Chemical or Allied Industries,2007-09-30,imports,264805.388,Products of Chemical or Allied Industries
Plastics and articles thereof; Rubber and articles thereof,2007-09-30,imports,157100.676,Plastics and articles thereof; Rubber and articles thereof
"Raw Hide and Skins, Leather, Fur skins and articles thereof",2007-09-30,imports,4441.796,Other
Wood and articles of Wood,2007-09-30,imports,6689.213,Other
Pulp of Wood or of other Fibrous Cellulosic Material,2007-09-30,imports,39409.4,Other
Textiles and Textile articles,2007-09-30,imports,109600.123,Textiles and Textile articles
"Footwear, Headgear, Umbrellas, Walking Sticks etc..",2007-09-30,imports,1024.526,Other
"articles of Stone, Plaster, Cement, Asbestos, Mica or similar Materials",2007-09-30,imports,8900.841,Other
"Natural or Cultured Pearls, Precious or Semi Precious Stones, Metals",2007-09-30,imports,100.593,Other
Base Metals and articles or Base Metal,2007-09-30,imports,176964.264,Base Metals and articles or Base Metal
Machinery and Mechanical Appliances,2007-09-30,imports,387917.972,Machinery and Mechanical Appliances
"Vehicles, Aircraft, Vessels and Associated Transport Equipment",2007-09-30,imports,103852.452,"Vehicles, Aircraft, Vessels and Associated Transport Equipment"
"Optical, Photographic, Cinematographer, Measuring, Checking, Precision Apparatus",2007-09-30,imports,28322.094,Other
"Arms and Ammunition, Parts and Acces.sories thereof",2007-09-30,imports,201.065,Other
Miscellaneous Manufactured articles,2007-09-30,imports,6140.711,Other
"Works of Arts, Collectors, Pieces, Antiques and Special Transactions NES",2007-09-30,imports,62314.572,"Works of Arts, Collectors, Pieces, Antiques and Special Transactions NES"
Live Animals and Animals Products,2007-08-31,imports,5417.911,Other
Vegetable Products,2007-08-31,imports,89343.132,Vegetable Products
"Animal or Vegetable Fats, Oils and Waxes",2007-08-31,imports,98100.356,"Animal or Vegetable Fats, Oils and Waxes"
"Prepared Foodstuffs; Beverages, Spirits, Vinegar and Tobacco",2007-08-31,imports,17455.673,Other
Mineral Products,2007-08-31,imports,649169.263,Mineral Products
Products of Chemical or Allied Industries,2007-08-31,imports,267505.805,Products of Chemical or Allied Industries
Plastics and articles thereof; Rubber and articles thereof,2007-08-31,imports,114570.726,Plastics and articles thereof; Rubber and articles thereof
"Raw Hide and Skins, Leather, Fur skins and articles thereof",2007-08-31,imports,4164.176,Other
Wood and articles of Wood,2007-08-31,imports,4315.028,Other
Pulp of Wood or of other Fibrous Cellulosic Material,2007-08-31,imports,48544.935,Other
Textiles and Textile articles,2007-08-31,imports,111418.907,Textiles and Textile articles
"Footwear, Headgear, Umbrellas, Walking Sticks etc..",2007-08-31,imports,1817.736,Other
"articles of Stone, Plaster, Cement, Asbestos, Mica or similar Materials",2007-08-31,imports,10430.583,Other
"Natural or Cultured Pearls, Precious or Semi Precious Stones, Metals",2007-08-31,imports,145.669,Other
Base Metals and articles or Base Metal,2007-08-31,imports,195189.49,Base Metals and articles or Base Metal
Machinery and Mechanical Appliances,2007-08-31,imports,439510.333,Machinery and Mechanical Appliances
"Vehicles, Aircraft, Vessels and Associated Transport Equipment",2007-08-31,imports,100652.548,"Vehicles, Aircraft, Vessels and Associated Transport Equipment"
"Optical, Photographic, Cinematographer, Measuring, Checking, Precision Apparatus",2007-08-31,imports,31093.697,Other
"Arms and Ammunition, Parts and Acces.sories thereof",2007-08-31,imports,788.566,Other
Miscellaneous Manufactured articles,2007-08-31,imports,6012.932,Other
"Works of Arts, Collectors, Pieces, Antiques and Special Transactions NES",2007-08-31,imports,59856.52,"Works of Arts, Collectors, Pieces, Antiques and Special Transactions NES"
Live Animals and Animals Products,2007-07-31,imports,7870.947,Other
Vegetable Products,2007-07-31,imports,55774.551,Vegetable Products
"Animal or Vegetable Fats, Oils and Waxes",2007-07-31,imports,99638.344,"Animal or Vegetable Fats, Oils and Waxes"
"Prepared Foodstuffs; Beverages, Spirits, Vinegar and Tobacco",2007-07-31,imports,20901.696,Other
Mineral Products,2007-07-31,imports,843225.37,Mineral Products
Products of Chemical or Allied Industries,2007-07-31,imports,281768.406,Products of Chemical or Allied Industries
Plastics and articles thereof; Rubber and articles thereof,2007-07-31,imports,113479.546,Plastics and articles thereof; Rubber and articles thereof
"Raw Hide and Skins, Leather, Fur skins and articles thereof",2007-07-31,imports,4048.29,Other
Wood and articles of Wood,2007-07-31,imports,4777.823,Other
Pulp of Wood or of other Fibrous Cellulosic Material,2007-07-31,imports,35109.508,Other
Textiles and Textile articles,2007-07-31,imports,120178.654,Textiles and Textile articles
"Footwear, Headgear, Umbrellas, Walking Sticks etc..",2007-07-31,imports,1713.088,Other
"articles of Stone, Plaster, Cement, Asbestos, Mica or similar Materials",2007-07-31,imports,10663.816,Other
"Natural or Cultured Pearls, Precious or Semi Precious Stones, Metals",2007-07-31,imports,145.529,Other
Base Metals and articles or Base Metal,2007-07-31,imports,166717.523,Base Metals and articles or Base Metal
Machinery and Mechanical Appliances,2007-07-31,imports,439193.102,Machinery and Mechanical Appliances
"Vehicles, Aircraft, Vessels and Associated Transport Equipment",2007-07-31,imports,148243.308,"Vehicles, Aircraft, Vessels and Associated Transport Equipment"
"Optical, Photographic, Cinematographer, Measuring, Checking, Precision Apparatus",2007-07-31,imports,34942.144,Other
"Arms and Ammunition, Parts and Acces.sories thereof",2007-07-31,imports,412.085,Other
Miscellaneous Manufactured articles,2007-07-31,imports,5711.039,Other
"Works of Arts, Collectors, Pieces, Antiques and Special Transactions NES",2007-07-31,imports,68034.548,"Works of Arts, Collectors, Pieces, Antiques and Special Transactions NES"
Live Animals and Animals Products,2007-06-30,imports,4477.078,Other
Vegetable Products,2007-06-30,imports,56231.82,Vegetable Products
"Animal or Vegetable Fats, Oils and Waxes",2007-06-30,imports,83684.75,"Animal or Vegetable Fats, Oils and Waxes"
"Prepared Foodstuffs; Beverages, Spirits, Vinegar and Tobacco",2007-06-30,imports,22174.267,Other
Mineral Products,2007-06-30,imports,761067.463,Mineral Products
Products of Chemical or Allied Industries,2007-06-30,imports,287272.8,Products of Chemical or Allied Industries
Plastics and articles thereof; Rubber and articles thereof,2007-06-30,imports,113713.383,Plastics and articles thereof; Rubber and articles thereof
"Raw Hide and Skins, Leather, Fur skins and articles thereof",2007-06-30,imports,4694.145,Other
Wood and articles of Wood,2007-06-30,imports,3827.881,Other
Pulp of Wood or of other Fibrous Cellulosic Material,2007-06-30,imports,31119.389,Other
Textiles and Textile articles,2007-06-30,imports,134515.49,Textiles and Textile articles
"Footwear, Headgear, Umbrellas, Walking Sticks etc..",2007-06-30,imports,1100.153,Other
"articles of Stone, Plaster, Cement, Asbestos, Mica or similar Materials",2007-06-30,imports,11679.824,Other
"Natural or Cultured Pearls, Precious or Semi Precious Stones, Metals",2007-06-30,imports,70.476,Other
Base Metals and articles or Base Metal,2007-06-30,imports,166842.165,Base Metals and articles or Base Metal
Machinery and Mechanical Appliances,2007-06-30,imports,372056.782,Machinery and Mechanical Appliances
"Vehicles, Aircraft, Vessels and Associated Transport Equipment",2007-06-30,imports,86354.049,"Vehicles, Aircraft, Vessels and Associated Transport Equipment"
"Optical, Photographic, Cinematographer, Measuring, Checking, Precision Apparatus",2007-06-30,imports,35766.838,Other
"Arms and Ammunition, Parts and Acces.sories thereof",2007-06-30,imports,370.726,Other
Miscellaneous Manufactured articles,2007-06-30,imports,6863.765,Other
"Works of Arts, Collectors, Pieces, Antiques and Special Transactions NES",2007-06-30,imports,185872.216,"Works of Arts, Collectors, Pieces, Antiques and Special Transactions NES"
Live Animals and Animals Products,2007-05-31,imports,4233.708,Other
Vegetable Products,2007-05-31,imports,59436.269,Vegetable Products
"Animal or Vegetable Fats, Oils and Waxes",2007-05-31,imports,92819.61,"Animal or Vegetable Fats, Oils and Waxes"
"Prepared Foodstuffs; Beverages, Spirits, Vinegar and Tobacco",2007-05-31,imports,23880.361,Other
Mineral Products,2007-05-31,imports,697413.255,Mineral Products
Products of Chemical or Allied Industries,2007-05-31,imports,275481.527,Products of Chemical or Allied Industries
Plastics and articles thereof; Rubber and articles thereof,2007-05-31,imports,102233.663,Plastics and articles thereof; Rubber and articles thereof
"Raw Hide and Skins, Leather, Fur skins and articles thereof",2007-05-31,imports,2854.778,Other
Wood and articles of Wood,2007-05-31,imports,3484.079,Other
Pulp of Wood or of other Fibrous Cellulosic Material,2007-05-31,imports,35737.768,Other
Textiles and Textile articles,2007-05-31,imports,125509.411,Textiles and Textile articles
"Footwear, Headgear, Umbrellas, Walking Sticks etc..",2007-05-31,imports,1292.785,Other
"articles of Stone, Plaster, Cement, Asbestos, Mica or similar Materials",2007-05-31,imports,10133.313,Other
"Natural or Cultured Pearls, Precious or Semi Precious Stones, Metals",2007-05-31,imports,718.686,Other
Base Metals and articles or Base Metal,2007-05-31,imports,159834.495,Base Metals and articles or Base Metal
Machinery and Mechanical Appliances,2007-05-31,imports,413333.295,Machinery and Mechanical Appliances
"Vehicles, Aircraft, Vessels and Associated Transport Equipment",2007-05-31,imports,92321.857,"Vehicles, Aircraft, Vessels and Associated Transport Equipment"
"Optical, Photographic, Cinematographer, Measuring, Checking, Precision Apparatus",2007-05-31,imports,27256.052,Other
"Arms and Ammunition, Parts and Acces.sories thereof",2007-05-31,imports,586.227,Other
Miscellaneous Manufactured articles,2007-05-31,imports,7573.644,Other
"Works of Arts, Collectors, Pieces, Antiques and Special Transactions NES",2007-05-31,imports,87889.6,"Works of Arts, Collectors, Pieces, Antiques and Special Transactions NES"
Live Animals and Animals Products,2007-04-30,imports,9135.499,Other
Vegetable Products,2007-04-30,imports,93694.575,Vegetable Products
"Animal or Vegetable Fats, Oils and Waxes",2007-04-30,imports,102272.279,"Animal or Vegetable Fats, Oils and Waxes"
"Prepared Foodstuffs; Beverages, Spirits, Vinegar and Tobacco",2007-04-30,imports,22089.585,Other
Mineral Products,2007-04-30,imports,583518.681,Mineral Products
Products of Chemical or Allied Industries,2007-04-30,imports,234447.185,Products of Chemical or Allied Industries
Plastics and articles thereof; Rubber and articles thereof,2007-04-30,imports,130130.761,Plastics and articles thereof; Rubber and articles thereof
"Raw Hide and Skins, Leather, Fur skins and articles thereof",2007-04-30,imports,2796.803,Other
Wood and articles of Wood,2007-04-30,imports,4548.565,Other
Pulp of Wood or of other Fibrous Cellulosic Material,2007-04-30,imports,35077.003,Other
Textiles and Textile articles,2007-04-30,imports,111478.914,Textiles and Textile articles
"Footwear, Headgear, Umbrellas, Walking Sticks etc..",2007-04-30,imports,870.974,Other
"articles of Stone, Plaster, Cement, Asbestos, Mica or similar Materials",2007-04-30,imports,8307.143,Other
"Natural or Cultured Pearls, Precious or Semi Precious Stones, Metals",2007-04-30,imports,533.594,Other
Base Metals and articles or Base Metal,2007-04-30,imports,177704.389,Base Metals and articles or Base Metal
Machinery and Mechanical Appliances,2007-04-30,imports,412242.31,Machinery and Mechanical Appliances
"Vehicles, Aircraft, Vessels and Associated Transport Equipment",2007-04-30,imports,104710.376,"Vehicles, Aircraft, Vessels and Associated Transport Equipment"
"Optical, Photographic, Cinematographer, Measuring, Checking, Precision Apparatus",2007-04-30,imports,23835.25,Other
"Arms and Ammunition, Parts and Acces.sories thereof",2007-04-30,imports,246.373,Other
Miscellaneous Manufactured articles,2007-04-30,imports,6551.501,Other
"Works of Arts, Collectors, Pieces, Antiques and Special Transactions NES",2007-04-30,imports,80193.983,"Works of Arts, Collectors, Pieces, Antiques and Special Transactions NES"
Live Animals and Animals Products,2007-03-31,imports,3712.497,Other
Vegetable Products,2007-03-31,imports,86896.164,Vegetable Products
"Animal or Vegetable Fats, Oils and Waxes",2007-03-31,imports,53210.125,"Animal or Vegetable Fats, Oils and Waxes"
"Prepared Foodstuffs; Beverages, Spirits, Vinegar and Tobacco",2007-03-31,imports,15443.31,Other
Mineral Products,2007-03-31,imports,580164.371,Mineral Products
Products of Chemical or Allied Industries,2007-03-31,imports,213003.029,Products of Chemical or Allied Industries
Plastics and articles thereof; Rubber and articles thereof,2007-03-31,imports,125787.455,Plastics and articles thereof; Rubber and articles thereof
"Raw Hide and Skins, Leather, Fur skins and articles thereof",2007-03-31,imports,3955.632,Other
Wood and articles of Wood,2007-03-31,imports,8927.743,Other
Pulp of Wood or of other Fibrous Cellulosic Material,2007-03-31,imports,61573.041,Other
Textiles and Textile articles,2007-03-31,imports,116751.754,Textiles and Textile articles
"Footwear, Headgear, Umbrellas, Walking Sticks etc..",2007-03-31,imports,507.812,Other
"articles of Stone, Plaster, Cement, Asbestos, Mica or similar Materials",2007-03-31,imports,11232.269,Other
"Natural or Cultured Pearls, Precious or Semi Precious Stones, Metals",2007-03-31,imports,96.201,Other
Base Metals and articles or Base Metal,2007-03-31,imports,166557.228,Base Metals and articles or Base Metal
Machinery and Mechanical Appliances,2007-03-31,imports,411773.405,Machinery and Mechanical Appliances
"Vehicles, Aircraft, Vessels and Associated Transport Equipment",2007-03-31,imports,115784.744,"Vehicles, Aircraft, Vessels and Associated Transport Equipment"
"Optical, Photographic, Cinematographer, Measuring, Checking, Precision Apparatus",2007-03-31,imports,31196.512,Other
"Arms and Ammunition, Parts and Acces.sories thereof",2007-03-31,imports,1681.177,Other
Miscellaneous Manufactured articles,2007-03-31,imports,5305.585,Other
"Works of Arts, Collectors, Pieces, Antiques and Special Transactions NES",2007-03-31,imports,39245.53,"Works of Arts, Collectors, Pieces, Antiques and Special Transactions NES"
Live Animals and Animals Products,2007-02-28,imports,4341.387,Other
Vegetable Products,2007-02-28,imports,87670.54,Vegetable Products
"Animal or Vegetable Fats, Oils and Waxes",2007-02-28,imports,65793.068,"Animal or Vegetable Fats, Oils and Waxes"
"Prepared Foodstuffs; Beverages, Spirits, Vinegar and Tobacco",2007-02-28,imports,15474.92,Other
Mineral Products,2007-02-28,imports,540543.748,Mineral Products
Products of Chemical or Allied Industries,2007-02-28,imports,221846.495,Products of Chemical or Allied Industries
Plastics and articles thereof; Rubber and articles thereof,2007-02-28,imports,101480.179,Plastics and articles thereof; Rubber and articles thereof
"Raw Hide and Skins, Leather, Fur skins and articles thereof",2007-02-28,imports,3705.667,Other
Wood and articles of Wood,2007-02-28,imports,6416.791,Other
Pulp of Wood or of other Fibrous Cellulosic Material,2007-02-28,imports,33433.3,Other
Textiles and Textile articles,2007-02-28,imports,135805.053,Textiles and Textile articles
"Footwear, Headgear, Umbrellas, Walking Sticks etc..",2007-02-28,imports,591.997,Other
"articles of Stone, Plaster, Cement, Asbestos, Mica or similar Materials",2007-02-28,imports,10514.668,Other
"Natural or Cultured Pearls, Precious or Semi Precious Stones, Metals",2007-02-28,imports,372.007,Other
Base Metals and articles or Base Metal,2007-02-28,imports,151032.937,Base Metals and articles or Base Metal
Machinery and Mechanical Appliances,2007-02-28,imports,478644.86,Machinery and Mechanical Appliances
"Vehicles, Aircraft, Vessels and Associated Transport Equipment",2007-02-28,imports,105606.506,"Vehicles, Aircraft, Vessels and Associated Transport Equipment"
"Optical, Photographic, Cinematographer, Measuring, Checking, Precision Apparatus",2007-02-28,imports,36774.279,Other
"Arms and Ammunition, Parts and Acces.sories thereof",2007-02-28,imports,1488.275,Other
Miscellaneous Manufactured articles,2007-02-28,imports,4283.341,Other
"Works of Arts, Collectors, Pieces, Antiques and Special Transactions NES",2007-02-28,imports,55957.184,"Works of Arts, Collectors, Pieces, Antiques and Special Transactions NES"
Live Animals and Animals Products,2007-01-31,imports,8539.219,Other
Vegetable Products,2007-01-31,imports,98589.256,Vegetable Products
"Animal or Vegetable Fats, Oils and Waxes",2007-01-31,imports,85124.642,"Animal or Vegetable Fats, Oils and Waxes"
"Prepared Foodstuffs; Beverages, Spirits, Vinegar and Tobacco",2007-01-31,imports,20652.004,Other
Mineral Products,2007-01-31,imports,587128.298,Mineral Products
Products of Chemical or Allied Industries,2007-01-31,imports,245188.968,Products of Chemical or Allied Industries
Plastics and articles thereof; Rubber and articles thereof,2007-01-31,imports,100638.62,Plastics and articles thereof; Rubber and articles thereof
"Raw Hide and Skins, Leather, Fur skins and articles thereof",2007-01-31,imports,4226.337,Other
Wood and articles of Wood,2007-01-31,imports,5646.494,Other
Pulp of Wood or of other Fibrous Cellulosic Material,2007-01-31,imports,35830.173,Other
Textiles and Textile articles,2007-01-31,imports,129035.761,Textiles and Textile articles
"Footwear, Headgear, Umbrellas, Walking Sticks etc..",2007-01-31,imports,621.669,Other
"articles of Stone, Plaster, Cement, Asbestos, Mica or similar Materials",2007-01-31,imports,10320.125,Other
"Natural or Cultured Pearls, Precious or Semi Precious Stones, Metals",2007-01-31,imports,69.517,Other
Base Metals and articles or Base Metal,2007-01-31,imports,178620.535,Base Metals and articles or Base Metal
Machinery and Mechanical Appliances,2007-01-31,imports,374986.89,Machinery and Mechanical Appliances
"Vehicles, Aircraft, Vessels and Associated Transport Equipment",2007-01-31,imports,112352.642,"Vehicles, Aircraft, Vessels and Associated Transport Equipment"
"Optical, Photographic, Cinematographer, Measuring, Checking, Precision Apparatus",2007-01-31,imports,25491.796,Other
"Arms and Ammunition, Parts and Acces.sories thereof",2007-01-31,imports,1164.425,Other
Miscellaneous Manufactured articles,2007-01-31,imports,4927.583,Other
"Works of Arts, Collectors, Pieces, Antiques and Special Transactions NES",2007-01-31,imports,71361.426,"Works of Arts, Collectors, Pieces, Antiques and Special Transactions NES"
Live Animals and Animals Products,2006-12-31,imports,8210.357,Other
Vegetable Products,2006-12-31,imports,92549.501,Vegetable Products
"Animal or Vegetable Fats, Oils and Waxes",2006-12-31,imports,63298.014,"Animal or Vegetable Fats, Oils and Waxes"
"Prepared Foodstuffs; Beverages, Spirits, Vinegar and Tobacco",2006-12-31,imports,38798.605,Other
Mineral Products,2006-12-31,imports,533662.891,Mineral Products
Products of Chemical or Allied Industries,2006-12-31,imports,270666.758,Products of Chemical or Allied Industries
Plastics and articles thereof; Rubber and articles thereof,2006-12-31,imports,99311.236,Plastics and articles thereof; Rubber and articles thereof
"Raw Hide and Skins, Leather, Fur skins and articles thereof",2006-12-31,imports,5440.831,Other
Wood and articles of Wood,2006-12-31,imports,4995.573,Other
Pulp of Wood or of other Fibrous Cellulosic Material,2006-12-31,imports,29818.806,Other
Textiles and Textile articles,2006-12-31,imports,97550.515,Textiles and Textile articles
"Footwear, Headgear, Umbrellas, Walking Sticks etc..",2006-12-31,imports,861.077,Other
"articles of Stone, Plaster, Cement, Asbestos, Mica or similar Materials",2006-12-31,imports,11297.602,Other
"Natural or Cultured Pearls, Precious or Semi Precious Stones, Metals",2006-12-31,imports,633.397,Other
Base Metals and articles or Base Metal,2006-12-31,imports,160747.23,Base Metals and articles or Base Metal
Machinery and Mechanical Appliances,2006-12-31,imports,444853.354,Machinery and Mechanical Appliances
"Vehicles, Aircraft, Vessels and Associated Transport Equipment",2006-12-31,imports,113065.836,"Vehicles, Aircraft, Vessels and Associated Transport Equipment"
"Optical, Photographic, Cinematographer, Measuring, Checking, Precision Apparatus",2006-12-31,imports,29461.694,Other
"Arms and Ammunition, Parts and Acces.sories thereof",2006-12-31,imports,378.421,Other
Miscellaneous Manufactured articles,2006-12-31,imports,5590.244,Other
"Works of Arts, Collectors, Pieces, Antiques and Special Transactions NES",2006-12-31,imports,106979.011,"Works of Arts, Collectors, Pieces, Antiques and Special Transactions NES"
Live Animals and Animals Products,2006-11-30,imports,6282.372,Other
Vegetable Products,2006-11-30,imports,118772.405,Vegetable Products
